,player,average_batting_performance_index,average_bowling_performance_index
496,Rohan Raje,0.0,1.9309484088446291
497,Rilee Rossouw,0.2609428185815113,0.0
498,Ramnaresh Sarwan,0.1302891586203244,0.0
499,Ravi Bopara,0.3909652946875581,4.694031427469749
500,Rajvardhan Hangargekar,0.0,2.840069373940336
501,Ricky Ponting,0.104059929169199,0.0
502,Raiphi Gomez,0.1145627690365917,6.13493188644643
503,RV Patel,0.3249250965350334,0.2406019784121974
504,Robin Uthappa,0.7552012219474451,0.0
505,Ray Price,0.0,0.214755871238427
506,Rahmanullah Gurbaz,0.2971253634586528,0.0
507,Ramandeep Singh,0.2236320550592967,5.737823460598776
508,Rashid Khan,0.3916131511187564,3.1289449615656624
509,Rasikh Salam,0.0722533154085412,1.8054808233768689
510,Ravi Bishnoi,0.05027588787831,2.5797443126956643
511,Srikkanth Anirudha,0.2440794892113794,0.0
512,S Aravind,0.0583914237613046,5.082641068690767
513,Samuel Badree,0.0353068831881391,4.1113607306795625
514,S Badrinath,0.4843245948054249,0.0
515,Tagenarine Chanderpaul,0.1649950436919487,0.0
516,Shikhar Dhawan,0.8976246445266816,4.132593379673282
517,Shivam Dube,0.5126419834732479,4.101851321593583
518,Shreyas Gopal,0.1809320903308392,3.5085284467195024
519,Sijomon Joseph,0.0,0.20792321794898
520,Siddarth Kaul,0.0,2.6411175246362184
521,Shivil Kaushik,0.0,4.8171887261919775
522,Sarabjit Ladda,0.0,0.9884590502481638
523,Sandeep Lamichhane,0.0,3.4384811354346416
524,Shahbaz Nadeem,0.0277877513816488,2.6706154636212576
525,Sumit Narwal,0.1593814258795673,4.512461258106843
526,Sachin Rana,0.1701218630670027,0.0
527,Suraj Randiv,0.0,3.9342396460558535
528,Sandeep Warrier,0.0,4.546739941476129
529,Sunny Sohal,0.3285042901423589,0.0
530,Sreesanth,0.0,2.3526137420078213
531,Sridharan Sriram,0.0320221719420478,0.2204339442151038
532,Sudeep Tyagi,0.0,3.094585727082437
533,Vidyut Sivaramakrishnan,0.2463786135738566,0.0
534,Kyle Abbott,0.1087966273459569,0.5329479621209643
535,Swapnil Asnodkar,0.2335281869130387,0.0
536,SA Yadav,0.7256942961813917,0.0
537,Sanjay Bangar,0.0714986824934691,2.338646204502326
