,player,average_batting_performance_index
321,PBB Rajapaksa,0.40180070163448606
322,PC Valthaty,0.317371873012885
323,PD Collingwood,0.02619197468309814
324,PD Salt,0.4188986921445708
325,PJ Cummins,0.36187482098965057
326,PJ Sangwan,0.030608047028097145
327,PK Garg,0.20494637435543175
328,PN Mankad,0.08885937817389566
329,PP Chawla,0.24474647135913905
330,PP Ojha,0.03672256663145631
331,PP Shaw,0.5144598418169066
332,PR Shah,0.11128099987489434
333,PV Tambe,0.03776950251706736
334,PVD Chameera,0.2413521268892626
335,PWH de Silva,0.09811201239494739
336,Parvez Rasool,0.10265714704979455
337,Q de Kock,0.736820229045565
338,R Ashwin,0.3027660669984907
339,R Bhatia,0.2139558544601272
340,R Dhawan,0.16588496817802192
341,R Dravid,0.752819068232181
342,R McLaren,0.07604914117329527
343,R Parag,0.460093599838746
344,R Powell,0.19616897163909772
345,R Rampaul,0.11268032514595187
346,R Ravindra,0.17163351416708547
347,R Sathish,0.11314914071952757
348,R Sharma,0.048746961956088825
349,R Shepherd,0.1701389873451532
350,R Shukla,0.12059204687619592
351,R Tewatia,0.4208763032188914
352,R Vinay Kumar,0.1871884071972298
353,RA Jadeja,0.5710177574684823
354,RA Tripathi,0.6277473353982713
355,RD Chahar,0.1381952861651071
356,RD Gaikwad,0.7746708929477287
357,RE Levi,0.10941008507367433
358,RE van der Merwe,0.2717495716282235
359,RG Sharma,0.8039935558504251
360,RJ Harris,0.10599491977243328
361,RJ Peterson,0.054658596067500384
362,RJ Quiney,0.10399614481234999
363,RK Bhui,0.021067533673786883
364,RK Singh,0.5613068875001186
365,RM Patidar,0.41153306481402313
366,RN ten Doeschate,0.23476648553013427
367,RP Singh,0.0791952290091291
368,RR Pant,0.7645909099300531
369,RR Powar,0.08859850800419385
370,RR Raje,0.0
371,RR Rossouw,0.26094281858151136
372,RR Sarwan,0.13028915862032447
373,RS Bopara,0.3909652946875581
374,RT Ponting,0.104059929169199
375,RV Gomez,0.1145627690365917
376,RV Patel,0.3249250965350334
377,RV Uthappa,0.7552012219474451
378,Rahmanullah Gurbaz,0.29712536345865287
379,Ramandeep Singh,0.22363205505929673
380,Rashid Khan,0.3916131511187564
381,Rasikh Salam,0.07225331540854121
382,Ravi Bishnoi,0.05027588787831003
383,S Anirudha,0.2440794892113794
384,S Aravind,0.05839142376130466
385,S Badree,0.035306883188139196
386,S Badrinath,0.4843245948054249
387,S Chanderpaul,0.16499504369194876
388,S Dhawan,0.8976246445266816
389,S Dube,0.5126419834732479
390,S Gopal,0.18093209033083926
391,S Kaul,0.0
392,S Nadeem,0.027787751381648858
393,S Narwal,0.15938142587956738
394,S Rana,0.1701218630670027
395,S Sohal,0.32850429014235893
396,S Sreesanth,0.0
397,S Sriram,0.0320221719420478
398,S Vidyut,0.24637861357385663
399,SA Abbott,0.10879662734595691
400,SA Asnodkar,0.2335281869130387
401,SA Yadav,0.7256942961813917
402,SB Bangar,0.07149868249346918
403,SB Dubey,0.214083741486049
404,SB Jakati,0.3762850044563586
405,SB Styris,0.21090833280913468
406,SC Ganguly,0.46780224406139115
407,SD Chitnis,0.1979867425192898
408,SD Hope,0.33665961007530065
409,SE Marsh,0.5516392784859697
410,SE Rutherford,0.20851401584721999
411,SK Raina,0.8015912387873467
412,SK Trivedi,0.05846104526962428
413,SK Warne,0.09080536534326936
414,SL Malinga,0.12668958074756326
415,SM Curran,0.3643165534291253
416,SM Katich,0.12714156950903013
417,SM Pollock,0.14084006132369178
418,SN Khan,0.3020234348546693
419,SN Thakur,0.17440341549180688
420,SO Hetmyer,0.42063971863893507
421,SP Fleming,0.3134513064127491
422,SP Goswami,0.1776837270314753
423,SP Jackson,0.10474320058019902
424,SP Narine,0.4212078325624859
425,SPD Smith,0.6574300491083899
426,SR Tendulkar,0.7063749093856061
427,SR Watson,0.6780712127110282
428,SS Iyer,0.7406867987326958
429,SS Prabhudessai,0.1214415580134145
430,SS Tiwary,0.43378319225672557
431,ST Jayasuriya,0.46557059532659767
432,STR Binny,0.3268983242175721
433,SV Samson,0.6985765975745616
434,SW Billings,0.29723456729137476
435,SW Tait,0.027443447984428052
436,Sachin Baby,0.10600378146970815
437,Salman Butt,0.43071708068845366
438,Sameer Rizvi,0.07324360415665285
439,Sandeep Sharma,0.12256086354137544
440,Sanvir Singh,0.0
441,Shahbaz Ahmed,0.3263517396688129
442,Shahid Afridi,0.0690987456552158
443,Shakib Al Hasan,0.2752058178211957
444,Shashank Singh,0.14922041942672767
445,Shivam Mavi,0.1245954338869057
446,Shoaib Malik,0.0446698830298078
447,Shubman Gill,0.8814047318671311
448,Sikandar Raza,0.20000186109844528
449,Sohail Tanvir,0.059423588540033954
450,Sumit Kumar,0.15035111095595857
451,Sunny Singh,0.04773266146536002
452,Swapnil Singh,0.09220500149490181
453,T Banton,0.3013863197296515
454,T Kohler-Cadmore,0.09310444134554124
455,T Kohli,0.08989870800520605
456,T Stubbs,0.3082166694344944
457,T Taibu,0.0869530765160796
458,T Thushara,0.08481089183394352
459,TA Boult,0.10792340596973443
460,TD Paine,0.09600637463562293
461,TG Southee,0.16955981510935358
462,TH David,0.5419274629977734
463,TK Curran,0.17271115089409775
464,TL Seifert,0.08846709655283148
465,TL Suman,0.24876180974678055
466,TM Dilshan,0.4740364557634107
467,TM Head,0.37996274653485285
468,TR Birt,0.2848940373173007
469,Tanush Kotian,0.038185376023765996
470,Tilak Varma,0.6774248291547631
471,UBT Chand,0.23358732423311165
472,UT Khawaja,0.12271551202433702
473,UT Yadav,0.04105889913099879
474,Umar Gul,0.08283621482834286
475,V Kohli,1.0741314048554933
476,V Sehwag,0.7362375741617633
477,V Shankar,0.4226220993025301
478,VH Zol,0.0592961729615477
479,VR Aaron,0.10599197057387477
480,VR Iyer,0.48626561977162225
481,VVS Laxman,0.19240152501000055
482,VY Mahesh,0.12708953054514205
483,Virat Singh,0.10491510115622191
484,Vishnu Vinod,0.12380333205956763
485,Vivrant Sharma,0.10925059219503003
486,W Jaffer,0.15938393015497018
487,WA Mota,0.15455814696415715
488,WD Parnell,0.16136254786704216
489,WG Jacks,0.2905335355857822
490,WP Saha,0.5328834244002337
491,WPUJC Vaas,0.06605170676635451
492,Washington Sundar,0.277149329636694
493,Y Gnaneswara Rao,0.21696876786171487
494,Y Nagar,0.26172366107802214
495,Y Venugopal Rao,0.48990987154548543
496,YBK Jaiswal,0.5477867232235386
497,YK Pathan,0.6747517784092684
498,YS Chahal,0.043382544179688176
499,YV Dhull,0.1177529440554449
500,YV Takawale,0.1447496486629135
501,Yashpal Singh,0.1737762277141858
502,Yuvraj Singh,0.5635776432818395
503,Z Khan,0.07124326742714317
